transaction_id;transaction_date;transaction_time;transaction_qty;store_location;product_id;unit_price;product_category;product_type
1028;02.01.2023;17:48:48;2;Astoria;52;2,5;Tea;Brewed Chai tea
1029;02.01.2023;17:51:00;2;Astoria;52;2,5;Tea;Brewed Chai tea
1030;02.01.2023;17:51:00;1;Astoria;76;3,5;Bakery;Biscotti
1031;02.01.2023;17:53:21;2;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea
1032;02.01.2023;17:54:37;2;Astoria;37;3;Coffee;Barista Espresso
1033;02.01.2023;17:54:59;2;Astoria;47;3;Tea;Brewed Green tea
1034;02.01.2023;17:54:59;1;Astoria;74;3,5;Bakery;Biscotti
1035;02.01.2023;17:55:15;1;Hell's Kitchen;30;3;Coffee;Gourmet brewed coffee
1036;02.01.2023;17:57:42;2;Astoria;29;2,5;Coffee;Gourmet brewed coffee
1037;02.01.2023;17:57:42;1;Astoria;73;3,75;Bakery;Pastry
1038;02.01.2023;17:57:59;2;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
1039;02.01.2023;17:57:59;1;Astoria;75;3,5;Bakery;Pastry
1040;02.01.2023;18:05:46;1;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee
1041;02.01.2023;18:05:46;1;Hell's Kitchen;72;3,25;Bakery;Scone
1042;02.01.2023;18:06:18;1;Lower Manhattan;61;4,75;Drinking Chocolate;Hot chocolate
1043;02.01.2023;18:11:56;1;Lower Manhattan;55;4;Tea;Brewed Chai tea
1044;02.01.2023;18:17:00;2;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1045;02.01.2023;18:17:00;1;Lower Manhattan;73;3,75;Bakery;Pastry
1046;02.01.2023;18:17:58;2;Lower Manhattan;39;4,25;Coffee;Barista Espresso
1047;02.01.2023;18:18:05;2;Astoria;45;3;Tea;Brewed herbal tea
1048;02.01.2023;18:18:34;1;Hell's Kitchen;55;4;Tea;Brewed Chai tea
1049;02.01.2023;18:19:05;1;Astoria;51;3;Tea;Brewed Black tea
1050;02.01.2023;18:22:30;1;Lower Manhattan;31;2,2;Coffee;Gourmet brewed coffee
1051;02.01.2023;18:23:01;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1052;02.01.2023;18:23:32;2;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee
1053;02.01.2023;18:24:11;2;Astoria;35;3,1;Coffee;Premium brewed coffee
1054;02.01.2023;18:24:23;2;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
1055;02.01.2023;18:26:40;1;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee
1056;02.01.2023;18:27:04;1;Astoria;56;2,55;Tea;Brewed Chai tea
1057;02.01.2023;18:28:05;2;Astoria;26;3;Coffee;Organic brewed coffee
1058;02.01.2023;18:29:53;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
1059;02.01.2023;18:30:06;2;Astoria;36;3,75;Coffee;Premium brewed coffee
1060;02.01.2023;18:30:06;1;Astoria;75;3,5;Bakery;Pastry
1061;02.01.2023;18:31:49;2;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee
1062;02.01.2023;18:31:49;1;Hell's Kitchen;70;3,25;Bakery;Scone
1063;02.01.2023;18:31:50;2;Astoria;39;4,25;Coffee;Barista Espresso
1064;02.01.2023;18:32:38;2;Astoria;49;3;Tea;Brewed Black tea
1065;02.01.2023;18:33:43;1;Astoria;44;2,5;Tea;Brewed herbal tea
1066;02.01.2023;18:33:43;1;Astoria;77;3;Bakery;Scone
1067;02.01.2023;18:33:59;1;Astoria;46;2,5;Tea;Brewed Green tea
1068;02.01.2023;18:37:31;1;Astoria;30;3;Coffee;Gourmet brewed coffee
1069;02.01.2023;18:39:18;1;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
1070;02.01.2023;18:40:50;2;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
1071;02.01.2023;18:42:49;1;Astoria;37;3;Coffee;Barista Espresso
1072;02.01.2023;18:43:00;1;Astoria;36;3,75;Coffee;Premium brewed coffee
1073;02.01.2023;18:44:51;2;Astoria;55;4;Tea;Brewed Chai tea
1074;02.01.2023;18:49:22;2;Astoria;58;3,5;Drinking Chocolate;Hot chocolate
1075;02.01.2023;18:49:22;1;Astoria;77;3;Bakery;Scone
1076;02.01.2023;18:50:17;1;Astoria;46;2,5;Tea;Brewed Green tea
1077;02.01.2023;18:50:17;1;Astoria;76;3,5;Bakery;Biscotti
1078;02.01.2023;18:53:56;2;Astoria;52;2,5;Tea;Brewed Chai tea
1079;02.01.2023;18:53:56;1;Astoria;78;4,5;Bakery;Scone
1080;02.01.2023;18:54:10;2;Astoria;23;2,5;Coffee;Drip coffee
1081;02.01.2023;18:57:01;1;Hell's Kitchen;51;3;Tea;Brewed Black tea
1082;02.01.2023;19:00:58;1;Astoria;22;2;Coffee;Drip coffee
1083;02.01.2023;19:01:16;1;Astoria;48;2,5;Tea;Brewed Black tea
1084;02.01.2023;19:01:39;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
1085;02.01.2023;19:12:27;1;Astoria;40;3,75;Coffee;Barista Espresso
1086;02.01.2023;19:14:55;2;Hell's Kitchen;39;4,25;Coffee;Barista Espresso
1087;02.01.2023;19:14:55;1;Hell's Kitchen;70;3,25;Bakery;Scone
1088;02.01.2023;19:16:12;2;Astoria;50;2,5;Tea;Brewed Black tea
1089;02.01.2023;19:16:12;1;Astoria;71;3,75;Bakery;Pastry
1090;02.01.2023;19:18:07;1;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
1091;02.01.2023;19:19:55;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1092;02.01.2023;19:22:54;1;Astoria;24;3;Coffee;Drip coffee
1093;02.01.2023;19:25:06;2;Astoria;22;2;Coffee;Drip coffee
1094;02.01.2023;19:25:06;1;Astoria;72;3,25;Bakery;Scone
1095;02.01.2023;19:26:53;2;Hell's Kitchen;23;2,5;Coffee;Drip coffee
1096;02.01.2023;19:27:07;1;Hell's Kitchen;22;2;Coffee;Drip coffee
1097;02.01.2023;19:27:07;1;Hell's Kitchen;69;3,25;Bakery;Biscotti
1098;02.01.2023;19:28:16;2;Astoria;25;2,2;Coffee;Organic brewed coffee
1099;02.01.2023;19:29:54;1;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
1100;02.01.2023;19:35:14;1;Hell's Kitchen;40;3,75;Coffee;Barista Espresso
1101;02.01.2023;19:35:31;2;Hell's Kitchen;49;3;Tea;Brewed Black tea
1102;02.01.2023;19:42:15;2;Hell's Kitchen;41;4,25;Coffee;Barista Espresso
1103;02.01.2023;19:45:11;2;Astoria;49;3;Tea;Brewed Black tea
1104;02.01.2023;19:46:07;2;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
1105;02.01.2023;19:46:07;1;Hell's Kitchen;74;3,5;Bakery;Biscotti
1106;02.01.2023;19:46:38;2;Astoria;33;3,5;Coffee;Gourmet brewed coffee
1107;02.01.2023;19:48:49;2;Hell's Kitchen;28;2;Coffee;Gourmet brewed coffee
1108;02.01.2023;19:48:49;1;Hell's Kitchen;75;3,5;Bakery;Pastry
1109;02.01.2023;19:53:02;1;Astoria;22;2;Coffee;Drip coffee
1110;02.01.2023;19:53:02;1;Astoria;74;3,5;Bakery;Biscotti
1111;02.01.2023;19:53:55;2;Astoria;43;3;Tea;Brewed herbal tea
1112;02.01.2023;19:57:01;2;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1113;02.01.2023;19:57:23;1;Astoria;52;2,5;Tea;Brewed Chai tea
1114;02.01.2023;19:57:23;1;Astoria;72;3,25;Bakery;Scone
1115;02.01.2023;19:58:10;2;Hell's Kitchen;26;3;Coffee;Organic brewed coffee
1116;02.01.2023;19:58:35;1;Astoria;37;3;Coffee;Barista Espresso
1117;03.01.2023;07:04:46;2;Lower Manhattan;43;3;Tea;Brewed herbal tea
1118;03.01.2023;07:04:46;1;Lower Manhattan;78;4,5;Bakery;Scone
1119;03.01.2023;07:06:53;2;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee
1120;03.01.2023;07:16:26;2;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate
1121;03.01.2023;07:16:26;1;Lower Manhattan;73;3,75;Bakery;Pastry
1122;03.01.2023;07:17:23;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1123;03.01.2023;07:37:05;2;Lower Manhattan;56;2,55;Tea;Brewed Chai tea
1124;03.01.2023;08:06:33;1;Hell's Kitchen;41;4,25;Coffee;Barista Espresso
1125;03.01.2023;08:09:50;2;Lower Manhattan;60;3,75;Drinking Chocolate;Hot chocolate
1126;03.01.2023;08:13:04;1;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea
1127;03.01.2023;08:13:05;1;Hell's Kitchen;37;3;Coffee;Barista Espresso
1128;03.01.2023;08:13:05;1;Hell's Kitchen;76;3,5;Bakery;Biscotti
1129;03.01.2023;08:15:37;1;Hell's Kitchen;41;4,25;Coffee;Barista Espresso
1130;03.01.2023;08:18:30;2;Hell's Kitchen;45;3;Tea;Brewed herbal tea
1131;03.01.2023;08:18:53;2;Hell's Kitchen;23;2,5;Coffee;Drip coffee
1132;03.01.2023;08:18:56;2;Hell's Kitchen;29;2,5;Coffee;Gourmet brewed coffee
1133;03.01.2023;08:19:33;2;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea
1134;03.01.2023;08:19:47;1;Lower Manhattan;51;3;Tea;Brewed Black tea
1135;03.01.2023;08:20:55;1;Lower Manhattan;32;3;Coffee;Gourmet brewed coffee
1136;03.01.2023;08:22:14;1;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
1137;03.01.2023;08:23:51;2;Hell's Kitchen;48;2,5;Tea;Brewed Black tea
1138;03.01.2023;08:28:33;2;Lower Manhattan;30;3;Coffee;Gourmet brewed coffee
1139;03.01.2023;08:28:53;2;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
1140;03.01.2023;08:30:14;2;Lower Manhattan;40;3,75;Coffee;Barista Espresso
1141;03.01.2023;08:31:06;2;Hell's Kitchen;22;2;Coffee;Drip coffee
1142;03.01.2023;08:31:07;1;Lower Manhattan;41;4,25;Coffee;Barista Espresso
1143;03.01.2023;08:31:07;1;Lower Manhattan;78;4,5;Bakery;Scone
1144;03.01.2023;08:32:12;2;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
1145;03.01.2023;08:32:12;1;Hell's Kitchen;78;4,5;Bakery;Scone
1146;03.01.2023;08:34:35;1;Hell's Kitchen;87;3;Coffee;Barista Espresso
1147;03.01.2023;08:37:26;1;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
1148;03.01.2023;08:37:51;2;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1149;03.01.2023;08:40:29;1;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1150;03.01.2023;08:40:29;1;Hell's Kitchen;69;3,25;Bakery;Biscotti
1151;03.01.2023;08:40:29;1;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee
1152;03.01.2023;08:40:50;1;Hell's Kitchen;30;3;Coffee;Gourmet brewed coffee
1153;03.01.2023;08:40:50;1;Hell's Kitchen;72;3,25;Bakery;Scone
1154;03.01.2023;08:42:28;1;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
1155;03.01.2023;08:44:23;2;Hell's Kitchen;22;2;Coffee;Drip coffee
1156;03.01.2023;08:49:32;2;Lower Manhattan;61;4,75;Drinking Chocolate;Hot chocolate
1157;03.01.2023;08:49:35;2;Lower Manhattan;51;3;Tea;Brewed Black tea
1158;03.01.2023;08:49:35;1;Lower Manhattan;72;3,25;Bakery;Scone
1159;03.01.2023;08:50:00;1;Hell's Kitchen;24;3;Coffee;Drip coffee
1160;03.01.2023;08:50:21;2;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea
1161;03.01.2023;08:53:31;2;Lower Manhattan;54;2,5;Tea;Brewed Chai tea
1162;03.01.2023;08:54:44;1;Hell's Kitchen;53;3;Tea;Brewed Chai tea
1163;03.01.2023;08:56:41;2;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate
1164;03.01.2023;09:03:49;2;Lower Manhattan;50;2,5;Tea;Brewed Black tea
1165;03.01.2023;09:07:30;2;Lower Manhattan;87;3;Coffee;Barista Espresso
1166;03.01.2023;09:07:30;1;Lower Manhattan;70;3,25;Bakery;Scone
1167;03.01.2023;09:07:36;1;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea
1168;03.01.2023;09:07:36;1;Hell's Kitchen;73;3,75;Bakery;Pastry
1169;03.01.2023;09:09:30;2;Hell's Kitchen;26;3;Coffee;Organic brewed coffee
1170;03.01.2023;09:09:39;1;Lower Manhattan;37;3;Coffee;Barista Espresso
1171;03.01.2023;09:15:44;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1172;03.01.2023;09:18:30;1;Hell's Kitchen;22;2;Coffee;Drip coffee
1173;03.01.2023;09:18:59;2;Lower Manhattan;22;2;Coffee;Drip coffee
1174;03.01.2023;09:19:21;1;Hell's Kitchen;45;3;Tea;Brewed herbal tea
1175;03.01.2023;09:23:33;1;Lower Manhattan;25;2,2;Coffee;Organic brewed coffee
1176;03.01.2023;09:24:46;1;Lower Manhattan;54;2,5;Tea;Brewed Chai tea
1177;03.01.2023;09:27:13;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1178;03.01.2023;09:30:08;1;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee
1179;03.01.2023;09:33:20;1;Hell's Kitchen;42;2,5;Tea;Brewed herbal tea
1180;03.01.2023;09:43:23;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1181;03.01.2023;09:44:41;1;Hell's Kitchen;55;4;Tea;Brewed Chai tea
1182;03.01.2023;09:44:59;1;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea
1183;03.01.2023;09:45:43;2;Lower Manhattan;50;2,5;Tea;Brewed Black tea
1184;03.01.2023;09:49:52;2;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate
1185;03.01.2023;09:50:02;2;Lower Manhattan;43;3;Tea;Brewed herbal tea
1186;03.01.2023;09:50:30;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1187;03.01.2023;09:50:48;2;Hell's Kitchen;55;4;Tea;Brewed Chai tea
1188;03.01.2023;09:52:19;2;Hell's Kitchen;51;3;Tea;Brewed Black tea
1189;03.01.2023;09:53:13;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1190;03.01.2023;09:56:34;2;Lower Manhattan;49;3;Tea;Brewed Black tea
1191;03.01.2023;10:00:05;1;Hell's Kitchen;40;3,75;Coffee;Barista Espresso
1192;03.01.2023;10:01:51;1;Lower Manhattan;87;3;Coffee;Barista Espresso
1193;03.01.2023;10:11:25;1;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee
1194;03.01.2023;10:12:21;1;Lower Manhattan;40;3,75;Coffee;Barista Espresso
1195;03.01.2023;10:17:13;1;Lower Manhattan;37;3;Coffee;Barista Espresso
1196;03.01.2023;10:19:53;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
1197;03.01.2023;10:20:42;1;Lower Manhattan;38;3,75;Coffee;Barista Espresso
1198;03.01.2023;10:22:26;2;Lower Manhattan;49;3;Tea;Brewed Black tea
1199;03.01.2023;10:25:55;2;Lower Manhattan;26;3;Coffee;Organic brewed coffee
1200;03.01.2023;10:26:39;1;Hell's Kitchen;55;4;Tea;Brewed Chai tea
1201;03.01.2023;10:28:45;1;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1202;03.01.2023;10:30:42;2;Lower Manhattan;50;2,5;Tea;Brewed Black tea
1203;03.01.2023;10:33:49;1;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee
1204;03.01.2023;10:40:11;2;Lower Manhattan;36;3,75;Coffee;Premium brewed coffee
1205;03.01.2023;10:41:29;1;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1206;03.01.2023;10:41:29;1;Lower Manhattan;72;3,25;Bakery;Scone
1207;03.01.2023;10:43:23;1;Lower Manhattan;47;3;Tea;Brewed Green tea
1208;03.01.2023;10:47:34;2;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
1209;03.01.2023;10:49:47;1;Hell's Kitchen;37;3;Coffee;Barista Espresso
1210;03.01.2023;10:52:38;1;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee
1211;03.01.2023;10:54:16;2;Lower Manhattan;39;4,25;Coffee;Barista Espresso
1212;03.01.2023;10:54:52;2;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee
1213;03.01.2023;10:56:53;2;Lower Manhattan;43;3;Tea;Brewed herbal tea
1214;03.01.2023;10:56:53;1;Lower Manhattan;73;3,75;Bakery;Pastry
1215;03.01.2023;10:58:20;1;Hell's Kitchen;45;3;Tea;Brewed herbal tea
1216;03.01.2023;10:59:41;2;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee
1217;03.01.2023;11:02:48;1;Lower Manhattan;54;2,5;Tea;Brewed Chai tea
1218;03.01.2023;11:05:55;2;Astoria;28;2;Coffee;Gourmet brewed coffee
1219;03.01.2023;11:06:30;2;Astoria;28;2;Coffee;Gourmet brewed coffee
1220;03.01.2023;11:08:16;2;Astoria;36;3,75;Coffee;Premium brewed coffee
1221;03.01.2023;11:08:51;2;Hell's Kitchen;30;3;Coffee;Gourmet brewed coffee
1222;03.01.2023;11:10:02;2;Astoria;24;3;Coffee;Drip coffee
1223;03.01.2023;11:11:10;2;Lower Manhattan;26;3;Coffee;Organic brewed coffee
1224;03.01.2023;11:11:22;1;Lower Manhattan;52;2,5;Tea;Brewed Chai tea
1225;03.01.2023;11:16:22;2;Astoria;24;3;Coffee;Drip coffee
1226;03.01.2023;11:16:40;2;Astoria;26;3;Coffee;Organic brewed coffee
1227;03.01.2023;11:17:01;2;Hell's Kitchen;38;3,75;Coffee;Barista Espresso
1228;03.01.2023;11:18:12;2;Astoria;27;3,5;Coffee;Organic brewed coffee
1229;03.01.2023;11:20:10;2;Hell's Kitchen;49;3;Tea;Brewed Black tea
1230;03.01.2023;11:21:22;1;Hell's Kitchen;42;2,5;Tea;Brewed herbal tea
1231;03.01.2023;11:23:05;2;Lower Manhattan;26;3;Coffee;Organic brewed coffee
1232;03.01.2023;11:23:05;1;Lower Manhattan;73;3,75;Bakery;Pastry
1233;03.01.2023;11:23:56;1;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea
1234;03.01.2023;11:23:56;1;Hell's Kitchen;72;3,25;Bakery;Scone
1235;03.01.2023;11:26:09;2;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
1236;03.01.2023;11:26:40;2;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
1237;03.01.2023;11:26:40;1;Astoria;78;4,5;Bakery;Scone
1238;03.01.2023;11:26:49;2;Astoria;47;3;Tea;Brewed Green tea
1239;03.01.2023;11:27:36;1;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
1240;03.01.2023;11:30:16;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1241;03.01.2023;11:31:00;2;Lower Manhattan;39;4,25;Coffee;Barista Espresso
1242;03.01.2023;11:31:00;1;Lower Manhattan;70;3,25;Bakery;Scone
1243;03.01.2023;11:31:11;1;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1244;03.01.2023;11:32:49;1;Hell's Kitchen;47;3;Tea;Brewed Green tea
1245;03.01.2023;11:33:06;2;Lower Manhattan;31;2,2;Coffee;Gourmet brewed coffee
1246;03.01.2023;11:33:08;1;Hell's Kitchen;24;3;Coffee;Drip coffee
1247;03.01.2023;11:33:44;2;Lower Manhattan;26;3;Coffee;Organic brewed coffee
1248;03.01.2023;11:33:44;1;Lower Manhattan;75;3,5;Bakery;Pastry
1249;03.01.2023;11:36:44;1;Astoria;41;4,25;Coffee;Barista Espresso
1250;03.01.2023;11:36:49;2;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee
1251;03.01.2023;11:37:40;2;Astoria;46;2,5;Tea;Brewed Green tea
1252;03.01.2023;11:37:50;2;Astoria;32;3;Coffee;Gourmet brewed coffee
1253;03.01.2023;11:37:55;1;Astoria;32;3;Coffee;Gourmet brewed coffee
1254;03.01.2023;11:40:15;2;Astoria;30;3;Coffee;Gourmet brewed coffee
1255;03.01.2023;11:40:31;1;Hell's Kitchen;43;3;Tea;Brewed herbal tea
1256;03.01.2023;11:42:01;2;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee
1257;03.01.2023;11:42:48;2;Astoria;40;3,75;Coffee;Barista Espresso
1258;03.01.2023;11:42:48;1;Astoria;77;3;Bakery;Scone
1259;03.01.2023;11:42:51;1;Lower Manhattan;50;2,5;Tea;Brewed Black tea
1260;03.01.2023;11:43:18;2;Lower Manhattan;22;2;Coffee;Drip coffee
1261;03.01.2023;11:46:27;1;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee
1262;03.01.2023;11:46:27;1;Hell's Kitchen;69;3,25;Bakery;Biscotti
1263;03.01.2023;11:46:29;2;Astoria;35;3,1;Coffee;Premium brewed coffee
1264;03.01.2023;11:46:29;1;Astoria;77;3;Bakery;Scone
1265;03.01.2023;11:47:50;1;Lower Manhattan;48;2,5;Tea;Brewed Black tea
1266;03.01.2023;11:50:55;1;Hell's Kitchen;29;2,5;Coffee;Gourmet brewed coffee
1267;03.01.2023;11:51:18;1;Hell's Kitchen;43;3;Tea;Brewed herbal tea
1268;03.01.2023;11:52:48;1;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
1269;03.01.2023;11:56:15;1;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee
1270;03.01.2023;11:56:15;1;Lower Manhattan;71;3,75;Bakery;Pastry
1271;03.01.2023;11:57:06;1;Astoria;24;3;Coffee;Drip coffee
1272;03.01.2023;11:57:55;1;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1273;03.01.2023;11:58:06;1;Lower Manhattan;36;3,75;Coffee;Premium brewed coffee
1274;03.01.2023;11:58:07;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1275;03.01.2023;11:59:06;1;Astoria;39;4,25;Coffee;Barista Espresso
1276;03.01.2023;11:59:16;2;Lower Manhattan;50;2,5;Tea;Brewed Black tea
1277;03.01.2023;11:59:49;2;Lower Manhattan;37;3;Coffee;Barista Espresso
1278;03.01.2023;12:00:52;1;Astoria;50;2,5;Tea;Brewed Black tea
1279;03.01.2023;12:04:32;2;Lower Manhattan;38;3,75;Coffee;Barista Espresso
1280;03.01.2023;12:05:39;1;Lower Manhattan;25;2,2;Coffee;Organic brewed coffee
1281;03.01.2023;12:06:47;1;Hell's Kitchen;38;3,75;Coffee;Barista Espresso
1282;03.01.2023;12:08:20;2;Astoria;55;4;Tea;Brewed Chai tea
1283;03.01.2023;12:14:46;1;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1284;03.01.2023;12:16:03;2;Lower Manhattan;25;2,2;Coffee;Organic brewed coffee
1285;03.01.2023;12:16:30;1;Astoria;46;2,5;Tea;Brewed Green tea
1286;03.01.2023;12:17:20;1;Astoria;27;3,5;Coffee;Organic brewed coffee
1287;03.01.2023;12:20:44;2;Lower Manhattan;47;3;Tea;Brewed Green tea
1288;03.01.2023;12:20:50;2;Hell's Kitchen;23;2,5;Coffee;Drip coffee
1289;03.01.2023;12:23:36;1;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee
1290;03.01.2023;12:26:03;1;Astoria;51;3;Tea;Brewed Black tea
1291;03.01.2023;12:27:58;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
1292;03.01.2023;12:30:20;1;Lower Manhattan;51;3;Tea;Brewed Black tea
1293;03.01.2023;12:31:47;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
1294;03.01.2023;12:35:27;2;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
1295;03.01.2023;12:36:05;1;Astoria;24;3;Coffee;Drip coffee
1296;03.01.2023;12:37:48;1;Astoria;24;3;Coffee;Drip coffee
1297;03.01.2023;12:38:56;1;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
1298;03.01.2023;12:40:55;1;Hell's Kitchen;45;3;Tea;Brewed herbal tea
1299;03.01.2023;12:44:41;1;Lower Manhattan;46;2,5;Tea;Brewed Green tea
1300;03.01.2023;12:45:07;1;Astoria;51;3;Tea;Brewed Black tea
1301;03.01.2023;12:45:07;1;Astoria;72;3,25;Bakery;Scone
1302;03.01.2023;12:46:52;2;Astoria;27;3,5;Coffee;Organic brewed coffee
1303;03.01.2023;12:47:41;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1304;03.01.2023;12:48:20;2;Hell's Kitchen;53;3;Tea;Brewed Chai tea
1305;03.01.2023;12:48:38;1;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1306;03.01.2023;12:48:38;1;Lower Manhattan;76;3,5;Bakery;Biscotti
1307;03.01.2023;12:50:34;2;Astoria;58;3,5;Drinking Chocolate;Hot chocolate
1308;03.01.2023;12:50:49;2;Hell's Kitchen;58;3,5;Drinking Chocolate;Hot chocolate
1309;03.01.2023;12:51:17;2;Hell's Kitchen;49;3;Tea;Brewed Black tea
1310;03.01.2023;12:52:36;2;Hell's Kitchen;48;2,5;Tea;Brewed Black tea
1311;03.01.2023;12:52:36;1;Hell's Kitchen;74;3,5;Bakery;Biscotti
1312;03.01.2023;12:52:37;2;Astoria;39;4,25;Coffee;Barista Espresso
1313;03.01.2023;12:55:25;2;Astoria;30;3;Coffee;Gourmet brewed coffee
1314;03.01.2023;12:55:49;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1315;03.01.2023;12:56:02;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1316;03.01.2023;12:57:48;1;Astoria;39;4,25;Coffee;Barista Espresso
1317;03.01.2023;12:58:20;2;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee
1318;03.01.2023;13:03:37;2;Astoria;30;3;Coffee;Gourmet brewed coffee
1319;03.01.2023;13:04:25;1;Lower Manhattan;42;2,5;Tea;Brewed herbal tea
1320;03.01.2023;13:04:48;2;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee
1321;03.01.2023;13:04:48;1;Lower Manhattan;74;3,5;Bakery;Biscotti
1322;03.01.2023;13:05:00;1;Hell's Kitchen;22;2;Coffee;Drip coffee
1323;03.01.2023;13:05:16;1;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
1324;03.01.2023;13:05:16;1;Astoria;76;3,5;Bakery;Biscotti
1325;03.01.2023;13:06:00;2;Astoria;22;2;Coffee;Drip coffee
1326;03.01.2023;13:07:30;1;Astoria;54;2,5;Tea;Brewed Chai tea
1327;03.01.2023;13:09:01;2;Lower Manhattan;56;2,55;Tea;Brewed Chai tea
1328;03.01.2023;13:09:01;1;Lower Manhattan;74;3,5;Bakery;Biscotti
1329;03.01.2023;13:12:16;2;Astoria;23;2,5;Coffee;Drip coffee
1330;03.01.2023;13:12:49;2;Lower Manhattan;42;2,5;Tea;Brewed herbal tea
1331;03.01.2023;13:12:49;1;Lower Manhattan;78;4,5;Bakery;Scone
1332;03.01.2023;13:13:33;2;Astoria;37;3;Coffee;Barista Espresso
1333;03.01.2023;13:16:53;2;Astoria;49;3;Tea;Brewed Black tea
1334;03.01.2023;13:17:20;1;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
1335;03.01.2023;13:18:51;2;Astoria;51;3;Tea;Brewed Black tea
1336;03.01.2023;13:18:51;1;Astoria;75;3,5;Bakery;Pastry
